confidence;created_at;evidence_level;id;is_active;notes;nst_code;nst_level;pad_category;requires_operator_validation;source_document;source_reference;updated_at;validation_status
0.85;2026-05-07 22:07:55.013958+00;expert_rule;4ff4671b-d85e-448c-9a94-d07de94432ff;true;Bois scies et rabotes -> T04 : match direct avec le label PAD T04 'bois et produits divers'. Le bois transforme (planches, chevrons) est le coeur de T04. | [AUDIT-R1] Match direct : label PAD T04 = 'Bois et produits divers'. Bois scié est le cœur de T04.;06.1;group;T04;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T04 = 'Bois et produits divers';2026-05-07 22:07:55.013958+00;candidate
0.8;2026-05-07 22:07:55.013958+00;expert_rule;5d7dc62e-816c-4a41-b697-191a5948d58f;true;Panneaux et contreplaque -> T04 : derives du bois, meme famille que 06.1. T04 = bois et produits divers. | [AUDIT-R1] Dérivés du bois = T04. Même famille que 06.1.;06.2;group;T04;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T04 = 'Bois et produits divers';2026-05-07 22:07:55.013958+00;candidate
0.55;2026-05-07 22:07:55.013958+00;expert_rule;5421aea0-4cf9-4fee-be32-3bec7300051c;true;Papier et carton -> T12 : produits manufactures a base de cellulose. T12 = materiaux et produits manufactures. Le papier transforme est un produit manufacture. | [AUDIT-R1] Papier/carton = produit manufacturé. T12 acceptable. Confiance modérée.;06.3;group;T12;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.8;2026-05-07 22:07:55.013958+00;expert_rule;e5c64582-1501-4658-9aae-6b2358f5ef88;true;Coke -> T07 : le coke est un combustible solide assimile au charbon. T07 = clinker, farine, charbon, sable. Le coke est dans la meme famille que le charbon (vracs pondereux). | [AUDIT-R1] Coke = combustible solide assimilé au charbon. T07 mentionne 'charbon'. Match direct par assimilation.;07.1;group;T07;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T07, charbon -> coke par assimilation;2026-05-07 22:07:55.013958+00;candidate
0.55;2026-05-07 22:07:55.013958+00;expert_rule;9abb4a2f-21ce-4e5c-a0f6-a85ed525cae6;true;Produits petroliers raffines -> T06 : les huiles minerales raffinées pourraient etre rapprochees de T06 par extension. Cependant T11 est plus precis. Candidate secondaire. | [AUDIT-R1] T06 rapprochement faible pour produits pétroliers. T11 est plus précis. Enrichir pour indiquer T11 comme principal.;07.2;group;T06;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.85;2026-05-07 22:07:55.013958+00;expert_rule;64e39e6d-6f8b-4ad8-9308-d6c2749bd8e9;true;Produits petroliers raffines -> T11 : match direct avec le label PAD T11 'hydrocarbures raffines'. Les essences, gazole, bitumes sont explicitement couverts. | [AUDIT-R1] Match direct : label PAD T11 = 'hydrocarbures raffinés'. Essences, gazole, bitumes explicitement couverts.;07.2;group;T11;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T11 = 'Petrole brut, essences, bitumes, hydrocarbures raffines';2026-05-07 22:07:55.013958+00;candidate
0.8;2026-05-07 22:07:55.013958+00;expert_rule;983f51d7-33fe-425f-8380-e8d3da173b02;true;Combustible nucleaire -> T06 : rapprochement par defaut. Le combustible nucleaire n'a pas de categorie PAD dediee. T06 est utilise comme categorie de repli. | [AUDIT-R1] Pas de catégorie PAD dédiée pour le nucléaire. T06 comme repli par défaut. Confiance maintenue.;07.3;group;T06;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.8;2026-05-07 22:07:55.013958+00;expert_rule;81ed89e5-3a2d-4ce0-97c4-8e239482b1a0;true;Biocombustibles -> T11 : les biocarburants sont assimiles aux hydrocarbures. T11 = petrole brut, essences, bitumes, hydrocarbures raffines. Les biocarburants sont des substituts directs. | [AUDIT-R1] Biocarburants assimilés aux hydrocarbures. T11 pertinent par assimilation directe.;07.4;group;T11;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.85;2026-05-07 22:07:55.013958+00;expert_rule;8a04f220-1217-43b7-8eb4-0892c42fb6bc;true;Produits chimiques de base -> T10 : le label PAD T10 mentionne 'produits chimiques'. Les acides, bases, produits chimiques industriels correspondent a T10. | [AUDIT-R1] Match direct : label PAD T10 = 'Sel, soufre et produits chimiques'. Produits chimiques explicitement nommés.;08.1;group;T10;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T10 = 'Sel, soufre et produits chimiques';2026-05-07 22:07:55.013958+00;candidate
0.6;2026-05-07 22:07:55.013958+00;expert_rule;5890187f-06c4-41ad-91e7-f1d9f89de9fc;true;Engrais et produits azotes -> T03 : les engrais sont des matieres premieres chimiques. T03 = acides, sucres et matieres premieres. Ambiguite avec T08 (phosphates). | [AUDIT-R1] Engrais = matières premières chimiques. T03 acceptable. Confiance modérée.;08.2;group;T03;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.65;2026-05-07 22:07:55.013958+00;expert_rule;f6d2b831-049b-4165-8402-e932293df288;true;Matieres plastiques de base -> T08 : les matieres plastiques brutes sont des matieres premieres industrielles. T08 = attapulgite, phosphates, ferrailles, tourteaux, cellulose. La cellulose et les polymeres bruts relevent de T08. | [AUDIT-R1] Matières plastiques brutes = matières premières industrielles. T08 pertinent via cellulose/polymères.;08.3;group;T08;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.55;2026-05-07 22:07:55.013958+00;expert_rule;ba7ab763-1648-412b-8a9f-bea549467703;true;Caoutchouc synthetique et naturel -> T03 : matiere premiere brute. T03 = acides, sucres et matieres premieres. Le caoutchouc naturel est une matiere premiere agricole. | [AUDIT-R1] Caoutchouc naturel = matière première brute. T03 pertinent. Enrichir pour distinguer caoutchouc naturel (T03) vs synthétique (T12).;08.4;group;T03;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.45;2026-05-07 22:07:55.013958+00;expert_rule;20b3892c-7b31-4ced-9717-e5c7319f344d;true;Caoutchouc synthetique -> T12 : le caoutchouc synthetique est un produit manufacture. T12 = materiaux et produits manufactures. Candidate secondaire. | [AUDIT-R1] Caoutchouc synthétique = produit manufacturé. T12 comme candidat secondaire. Confiance ajustée.;08.4;group;T12;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.7;2026-05-07 22:07:55.013958+00;expert_rule;b5e98ed8-e480-46d3-81e1-5d61b9adf83d;true;Produits pharmaceutiques -> T01 : les medicaments sont des biens de valeur. T01 = biens de valeur, electronique, informatique et mobilier. Les produits pharmaceutiques sont des biens a haute valeur ajoutee. | [AUDIT-R1] Produits pharmaceutiques = biens de valeur à haute valeur ajoutée. T01 pertinent.;08.5;group;T01;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.75;2026-05-07 22:07:55.013958+00;expert_rule;56a2bde5-d271-4761-9ce5-3d388f8a6afc;true;Peintures, savons, produits d'entretien -> T12 : produits chimiques manufactures. T12 = materiaux et produits manufactures. Les peintures et detergents sont des produits manufactures finis. | [AUDIT-R1] Peintures, savons = produits chimiques manufacturés finis. T12 pertinent.;08.6;group;T12;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.65;2026-05-07 22:07:55.013958+00;expert_rule;6cc83fc9-74f3-42be-80c5-473c954afd97;true;Verre et produits en verre -> T12 : produits manufactures mineraux. T12 = materiaux et produits manufactures. Les bouteilles, vitres, verrerie sont des produits manufactures. | [AUDIT-R1] Verre = produit manufacturé minéral. T12 pertinent.;09.1;group;T12;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.55;2026-05-07 22:07:55.013958+00;expert_rule;07ceabf2-dc6b-47dc-a41a-18ca168fd172;true;Ciment, chaux, platre -> T07 : le ciment est un vrac pondereux. T07 = clinker, farine, charbon, sable. Le clinker (matiere premiere du ciment) est explicitement dans T07. Ambiguite avec T05 qui mentionne aussi le ciment. | [AUDIT-R1] Ciment/clinker = vrac pondéreux. T07 pertinent mais conflit T05/T07 pour ciment fini. Enrichir notes.;09.2;group;T07;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T07 = 'Clinker, farine, charbon, sable et vracs pondereux';2026-05-07 22:07:55.013958+00;candidate
0.55;2026-05-07 22:07:55.013958+00;expert_rule;78c4a570-c7c3-49a5-9947-fef0d6296086;true;Ceramiques et produits refractaires -> T07 : les materiaux refractaires sont des produits mineraux pondereux. T07 couvre les vracs pondereux et materiaux de construction. Ambiguite avec T12 pour les ceramiques fines. | [AUDIT-R1] Matériaux réfractaires = minéraux pondéreux. T07 pertinent pour céramiques industrielles. Confiance modérée.;09.3;group;T07;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.85;2026-05-07 22:07:55.013958+00;expert_rule;ccc3ce1b-66df-4020-8137-eb0b635c03c0;true;Fer et acier de base -> T14 : match direct avec le label PAD T14 'fil machine et feuillard'. Les produits siderurgiques de premiere transformation (billettes, barres, profiles) sont le coeur de T14. | [AUDIT-R1] Match direct : label PAD T14 = 'Fil machine et feuillard'. Fer/acier de base = cœur de T14.;10.1;group;T14;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T14 = 'Fil machine et feuillard';2026-05-07 22:07:55.013958+00;candidate
0.6;2026-05-07 22:07:55.013958+00;expert_rule;3fd06bfe-e9b5-46d9-a0ea-5340d29700f8;true;Metaux non ferreux -> T12 : les metaux non ferreux transformes (aluminium, cuivre en feuilles/barres) sont des materiaux manufactures. T12 = materiaux et produits manufactures. | [AUDIT-R1] Métaux non ferreux transformés = matériaux manufacturés. T12 pertinent.;10.2;group;T12;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.7;2026-05-07 22:07:55.013958+00;expert_rule;5dfc154f-00d0-4358-bdb2-accfba8fc200;true;Produits metalliques structurels -> T12 : structures metalliques, reservoirs, chaudieres = produits manufactures. T12 = materiaux et produits manufactures. | [AUDIT-R1] Structures métalliques = produits manufacturés. T12 pertinent.;10.3;group;T12;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.75;2026-05-07 22:07:55.013958+00;nstr_bridge_inferred;64d5fa2e-0679-4871-8aa7-f5e4f3ec69ec;true;Fils et cables metalliques -> T14 : NSTR bridge maps fils/cables to T14. T14 = fil machine et feuillard. Les fils et cables sont dans la meme famille que le fil machine. | [AUDIT-R1] Match via pont NSTR : fils/câbles → T14 'Fil machine et feuillard'. Même famille industrielle.;10.4;group;T14;true;PAD_NST_RECOMMENDATION_ENGINE.md;NSTR bridge: fils et cables -> T14;2026-05-07 22:07:55.013958+00;candidate
0.65;2026-05-07 22:07:55.013958+00;expert_rule;abd4008c-3063-49e8-93ce-e4af0d3af04f;true;Quincaillerie et outillage -> T12 : produits metalliques manufactures finis. T12 = materiaux et produits manufactures. La quincaillerie et l'outillage sont des produits manufactures de petite taille. | [AUDIT-R1] Quincaillerie/outillage = produits manufacturés finis. T12 pertinent.;10.5;group;T12;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.7;2026-05-07 22:07:55.013958+00;expert_rule;199f1d3b-d5f2-4e57-afa4-bce795db558f;true;Moteurs et turbines -> T09 : les moteurs industriels sont du materiel de transport/equipement lourd. T09 = tracteurs, vehicules industriels et materiel de transport. Les moteurs sont des composants de materiel de transport. | [AUDIT-R1] Moteurs industriels = composants de matériel de transport. T09 pertinent.;11.1;group;T09;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.6;2026-05-07 22:07:55.013958+00;expert_rule;fed877c2-243a-4887-a27e-7c154e2eab39;true;Ordinateurs et equipements informatiques -> T01 : le label PAD T01 mentionne 'informatique' explicitement. Match direct. | [AUDIT-R1] Match direct : label PAD T01 = 'biens de valeur, électronique, informatique et mobilier'. Informatique explicitement nommée.;11.2;group;T01;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T01 = 'Biens de valeur, electronique, informatique et mobilier';2026-05-07 22:07:55.013958+00;candidate
0.8;2026-05-07 22:07:55.013958+00;expert_rule;1e3e87d6-75de-4bda-8e6d-8faa0777c6b7;true;Materiel electrique -> T01 : equipements electriques = biens de valeur. T01 = biens de valeur, electronique, informatique et mobilier. L'electronique est explicitement dans le label. | [AUDIT-R1] Matériel électrique = biens de valeur. T01 mentionne 'électronique'. Correspondance directe.;11.3;group;T01;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T01 = 'Biens de valeur, electronique, informatique et mobilier';2026-05-07 22:07:55.013958+00;candidate
0.8;2026-05-07 22:07:55.013958+00;expert_rule;0904d1e1-f271-4f14-8213-d4b037b7b4cc;true;Appareils medicaux et de precision -> T01 : instruments de precision = biens de haute valeur. T01 = biens de valeur. Les appareils medicaux sont des equipements a forte valeur ajoutee. | [AUDIT-R1] Appareils médicaux et de précision = biens de haute valeur. T01 pertinent.;11.4;group;T01;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.65;2026-05-07 22:07:55.013958+00;expert_rule;f4ff1dd2-bf14-4a8a-8b5d-aeb2bf5ddcb5;true;Machines industrielles -> T09 : les machines industrielles sont des equipements lourds. T09 = tracteurs, vehicules industriels. Les machines de production sont assimilees aux equipements industriels. | [AUDIT-R1] Machines industrielles = équipements lourds. T09 pertinent par assimilation.;11.5;group;T09;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.7;2026-05-07 22:07:55.013958+00;expert_rule;293c75d9-2911-4af9-a7ee-40af47f84ae6;true;Machines agricoles -> T09 : les tracteurs et machines agricoles sont explicitement dans le label T09 'tracteurs, vehicules industriels'. Match direct. | [AUDIT-R1] Match direct : label PAD T09 = 'Tracteurs, véhicules industriels'. Machines agricoles/tracteurs explicitement couverts.;11.6;group;T09;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T09 = 'Tracteurs, vehicules industriels et materiel de transport';2026-05-07 22:07:55.013958+00;candidate
0.8;2026-05-07 22:07:55.013958+00;expert_rule;c3cdff14-f114-4338-bfdf-612228fd7211;true;Appareils menagers -> T01 : les appareils electromenagers sont des biens de valeur. T01 = biens de valeur, electronique, informatique et mobilier. Les gros electromenagers sont des biens de valeur importes. | [AUDIT-R1] Appareils ménagers = biens de valeur importés. T01 pertinent.;11.7;group;T01;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.6;2026-05-07 22:07:55.013958+00;nstr_bridge_inferred;155c773f-b448-47f8-87cc-5d21bd44c2fc;true;Armes et munitions -> T09 : NSTR bridge maps armement to materiel de transport/vehicules. T09 = tracteurs, vehicules industriels et materiel de transport. Les vehicules militaires et armement sont assimiles au materiel de transport. | [AUDIT-R1] Armement assimilé au matériel de transport via pont NSTR. T09 pertinent.;11.8;group;T09;true;PAD_NST_RECOMMENDATION_ENGINE.md;NSTR bridge: armement -> T09 materiel de transport;2026-05-07 22:07:55.013958+00;candidate
0.85;2026-05-07 22:07:55.013958+00;expert_rule;d4c8b6e5-40eb-4d96-99ef-acbb0a4feede;true;Vehicules automobiles -> T09 : match direct avec le label PAD T09 'vehicules industriels et materiel de transport'. Les vehicules sont le coeur de T09. | [AUDIT-R1] Match direct : label PAD T09 = 'Tracteurs, véhicules industriels et matériel de transport'. Véhicules = cœur de T09.;12.1;group;T09;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T09 = 'Tracteurs, vehicules industriels et materiel de transport';2026-05-07 22:07:55.013958+00;candidate
0.8;2026-05-07 22:07:55.013958+00;expert_rule;cabf53ad-0cfe-4441-b9d1-dc23562a9090;true;Autre materiel de transport -> T09 : navires, aeronefs, materiel ferroviaire = materiel de transport. T09 couvre tout le materiel de transport. | [AUDIT-R1] Navires, aéronefs, matériel ferroviaire = matériel de transport. T09 pertinent.;12.2;group;T09;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T09 = 'Tracteurs, vehicules industriels et materiel de transport';2026-05-07 22:07:55.013958+00;candidate
0.8;2026-05-07 22:07:55.013958+00;expert_rule;e4e271b3-8fa1-4b54-8038-51cb845e0b7d;true;Meubles -> T01 : le label PAD T01 mentionne 'mobilier' explicitement. Match direct entre meubles et T01. | [AUDIT-R1] Match direct : label PAD T01 = 'biens de valeur, électronique, informatique et mobilier'. Mobilier explicitement nommé.;13.1;group;T01;true;PAD_NST_RECOMMENDATION_ENGINE.md;Label PAD T01 = 'Biens de valeur, electronique, informatique et mobilier';2026-05-07 22:07:55.013958+00;candidate
0.45;2026-05-07 22:07:55.013958+00;expert_rule;68a604fc-9a56-4825-b4c0-0acd86cdeb9e;true;Autres produits manufactures (bijoux, instruments de musique, etc.) -> T01 : les bijoux et instruments sont des biens de valeur. Confidence faible car la categorie est tres heterogene. | [AUDIT-R1] Catégorie hétérogène. T01 'biens de valeur' plausible pour bijoux mais confiance ajustée.;13.2;group;T01;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.5;2026-05-07 22:07:55.013958+00;expert_rule;1f8ce295-8a7d-4b3e-9a43-34f739ea773f;true;Dechets municipaux -> T08 : les dechets recyclables contiennent des ferrailles. T08 = attapulgite, phosphates, ferrailles, tourteaux, cellulose. La cellulose (papier) et les ferrailles sont des dechets recyclables. | [AUDIT-R1] Déchets municipaux → ferrailles/cellulose recyclables. T08 pertinent par défaut.;14.1;group;T08;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.65;2026-05-07 22:07:55.013958+00;expert_rule;5463be6a-6070-483c-b5f5-87ce51e1ad85;true;Matieres premieres secondaires -> T08 : ferrailles, metaux recycles, papier recycle. T08 = attapulgite, phosphates, ferrailles, tourteaux, cellulose. Les ferrailles et la cellulose recyclee correspondent a T08. | [AUDIT-R1] Ferrailles et matières recyclées = T08. Correspondance directe.;14.2;group;T08;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
0.55;2026-05-07 22:07:55.013958+00;expert_rule;097e4128-0a8a-4d19-a6db-3d0071d60e6c;true;Courrier et colis -> T02 : les envois postaux sont classes marchandises generales. T02 = marchandises generales. Les colis et courrier commercial relevent de T02 par defaut. | [AUDIT-R1] Courrier/colis = marchandises générales. T02 par défaut acceptable.;15.1;group;T02;true;PAD_NST_RECOMMENDATION_ENGINE.md;Section 6 — Rapprochement indicatif NST -> familles PAD;2026-05-07 22:07:55.013958+00;candidate
